,index,nneg,npos,ntot
1733,CHEMBL4471,136,406,542
1734,CHEMBL4472,72,118,190
1735,CHEMBL4477,94,153,247
1736,CHEMBL4478,12,191,203
1737,CHEMBL4481,325,608,933
1738,CHEMBL4482,175,56,231
1739,CHEMBL4484,0,10,10
1740,CHEMBL4487,78,19,97
1741,CHEMBL4489,5,35,40
1742,CHEMBL4497,33,58,91
1743,CHEMBL4501,106,116,222
1744,CHEMBL4502,15,15,30
1745,CHEMBL4503,1,37,38
1746,CHEMBL4505,28,10,38
1747,CHEMBL4506,279,142,421
1748,CHEMBL4508,13,158,171
1749,CHEMBL4512,13,12,25
1750,CHEMBL4513,5,10,15
1751,CHEMBL4514,0,16,16
1752,CHEMBL4516,89,34,123
1753,CHEMBL4521,11,14,25
1754,CHEMBL4522,50,31,81
1755,CHEMBL4523,173,447,620
1756,CHEMBL4524,64,17,81
1757,CHEMBL4525,57,30,87
1758,CHEMBL4526,47,34,81
1759,CHEMBL4527,49,48,97
1760,CHEMBL4530,35,80,115
1761,CHEMBL4531,78,33,111
1762,CHEMBL4540,27,15,42
1763,CHEMBL4542,88,11,99
1764,CHEMBL4549,0,49,49
1765,CHEMBL4550,28,258,286
1766,CHEMBL4552,80,809,889
1767,CHEMBL4554,5,59,64
1768,CHEMBL4556,17,65,82
1769,CHEMBL4559,65,67,132
1770,CHEMBL4561,79,978,1057
1771,CHEMBL4564,15,140,155
1772,CHEMBL4566,98,727,825
1773,CHEMBL4567,2,25,27
1774,CHEMBL4573,10,18,28
1775,CHEMBL4574,67,17,84
1776,CHEMBL4576,45,40,85
1777,CHEMBL4577,44,33,77
1778,CHEMBL4578,59,28,87
1779,CHEMBL4580,35,30,65
1780,CHEMBL4581,152,721,873
1781,CHEMBL4586,119,29,148
1782,CHEMBL4588,167,858,1025
1783,CHEMBL4592,21,34,55
1784,CHEMBL4596,20,79,99
1785,CHEMBL4597,50,31,81
1786,CHEMBL4598,59,25,84
1787,CHEMBL4599,75,171,246
1788,CHEMBL4600,108,44,152
1789,CHEMBL4601,87,121,208
1790,CHEMBL4602,61,22,83
1791,CHEMBL4607,42,304,346
1792,CHEMBL4608,181,248,429
1793,CHEMBL4611,73,23,96
1794,CHEMBL4613,0,14,14
1795,CHEMBL4614,15,36,51
1796,CHEMBL4616,87,642,729
1797,CHEMBL4617,59,138,197
1798,CHEMBL4618,118,428,546
1799,CHEMBL4619,14,46,60
1800,CHEMBL4620,93,75,168
1801,CHEMBL4625,169,316,485
1802,CHEMBL4627,53,19,72
1803,CHEMBL4630,426,1471,1897
1804,CHEMBL4631,79,84,163
1805,CHEMBL4632,6,29,35
1806,CHEMBL4633,56,220,276
1807,CHEMBL4636,9,23,32
1808,CHEMBL4641,25,223,248
1809,CHEMBL4644,252,322,574
1810,CHEMBL4647,27,36,63
1811,CHEMBL4648,8,14,22
1812,CHEMBL4649,26,459,485
1813,CHEMBL4652,3,146,149
1814,CHEMBL4653,13,179,192
1815,CHEMBL4655,3,21,24
1816,CHEMBL4657,1063,546,1609
1817,CHEMBL4662,24,194,218
1818,CHEMBL4664,3,30,33
1819,CHEMBL4665,4,13,17
1820,CHEMBL4666,8,34,42
1821,CHEMBL4674,105,16,121
1822,CHEMBL4675,81,57,138
1823,CHEMBL4676,5,46,51
1824,CHEMBL4677,40,21,61
1825,CHEMBL4679,17,10,27
1826,CHEMBL4680,3,24,27
1827,CHEMBL4681,127,315,442
1828,CHEMBL4683,284,124,408
1829,CHEMBL4685,252,138,390
1830,CHEMBL4687,22,102,124
1831,CHEMBL4692,0,25,25
1832,CHEMBL4693,4,25,29
1833,CHEMBL4696,361,95,456
1834,CHEMBL4698,17,258,275
1835,CHEMBL4699,95,154,249
1836,CHEMBL4701,35,119,154
1837,CHEMBL4702,75,35,110
1838,CHEMBL4707,3,12,15
1839,CHEMBL4708,73,38,111
1840,CHEMBL4713,13,10,23
1841,CHEMBL4714,6,36,42
1842,CHEMBL4715,96,24,120
1843,CHEMBL4718,70,56,126
1844,CHEMBL4719,3,19,22
1845,CHEMBL4720,0,16,16
1846,CHEMBL4722,518,1467,1985
1847,CHEMBL4725,0,25,25
1848,CHEMBL4730,9,41,50
1849,CHEMBL4731,8,19,27
1850,CHEMBL4734,8,14,22
1851,CHEMBL4736,17,47,64
1852,CHEMBL4740,1,25,26
1853,CHEMBL4744,15,109,124
1854,CHEMBL4748,3,14,17
1855,CHEMBL4752,16,26,42
1856,CHEMBL4760,45,15,60
1857,CHEMBL4761,17,65,82
1858,CHEMBL4766,78,19,97
1859,CHEMBL4767,34,195,229
1860,CHEMBL4768,133,343,476
1861,CHEMBL4769,58,62,120
1862,CHEMBL4772,26,97,123
1863,CHEMBL4773,15,75,90
1864,CHEMBL4774,24,17,41
1865,CHEMBL4777,126,471,597
1866,CHEMBL4779,159,76,235
1867,CHEMBL4780,77,171,248
1868,CHEMBL4781,18,97,115
1869,CHEMBL4788,11,31,42
1870,CHEMBL4789,93,207,300
1871,CHEMBL4791,97,311,408
1872,CHEMBL4792,46,353,399
1873,CHEMBL4793,739,400,1139
1874,CHEMBL4794,109,414,523
1875,CHEMBL4796,63,70,133
1876,CHEMBL4797,6,15,21
1877,CHEMBL4800,3,23,26
1878,CHEMBL4801,230,562,792
1879,CHEMBL4802,321,64,385
1880,CHEMBL4803,483,271,754
1881,CHEMBL4804,204,243,447
1882,CHEMBL4805,22,879,901
1883,CHEMBL4816,134,192,326
1884,CHEMBL4820,6,27,33
1885,CHEMBL4822,836,2557,3393
1886,CHEMBL4825,3,50,53
1887,CHEMBL4828,37,147,184
1888,CHEMBL4829,27,352,379
1889,CHEMBL4835,87,35,122
1890,CHEMBL4837,0,48,48
1891,CHEMBL4838,4,27,31
1892,CHEMBL4840,37,31,68
1893,CHEMBL4843,1,50,51
1894,CHEMBL4848,63,19,82
1895,CHEMBL4849,69,13,82
1896,CHEMBL4852,45,37,82
1897,CHEMBL4853,61,19,80
1898,CHEMBL4860,87,322,409
1899,CHEMBL4878,0,43,43
1900,CHEMBL4883,16,24,40
1901,CHEMBL4884,31,31,62
1902,CHEMBL4892,20,215,235
1903,CHEMBL4893,161,373,534
1904,CHEMBL4894,5,18,23
1905,CHEMBL4895,120,190,310
1906,CHEMBL4897,146,101,247
1907,CHEMBL4898,68,59,127
1908,CHEMBL4899,81,160,241
1909,CHEMBL4900,77,24,101
1910,CHEMBL4901,93,29,122
1911,CHEMBL4903,66,25,91
1912,CHEMBL4905,17,15,32
1913,CHEMBL4908,0,53,53
1914,CHEMBL4909,22,35,57
1915,CHEMBL4910,8,10,18
1916,CHEMBL4919,19,104,123
1917,CHEMBL4931,12,45,57
1918,CHEMBL4937,90,44,134
1919,CHEMBL4940,42,16,58
1920,CHEMBL4941,1,67,68
1921,CHEMBL4944,0,13,13
1922,CHEMBL4948,33,45,78
1923,CHEMBL4954,59,43,102
1924,CHEMBL4956,4,60,64
1925,CHEMBL4958,143,33,176
1926,CHEMBL4959,20,21,41
1927,CHEMBL4968,0,10,10
1928,CHEMBL4972,11,34,45
1929,CHEMBL4973,87,37,124
1930,CHEMBL4975,89,561,650
1931,CHEMBL4977,30,75,105
1932,CHEMBL4979,124,239,363
1933,CHEMBL4980,414,717,1131
1934,CHEMBL4983,11,54,65
1935,CHEMBL5000,13,12,25
1936,CHEMBL5002,2,10,12
1937,CHEMBL5008,32,12,44
1938,CHEMBL5010,13,34,47
1939,CHEMBL5011,32,49,81
1940,CHEMBL5014,51,42,93
1941,CHEMBL5015,2,36,38
1942,CHEMBL5017,41,215,256
1943,CHEMBL5023,136,438,574
1944,CHEMBL5024,31,82,113
1945,CHEMBL5026,18,35,53
1946,CHEMBL5027,19,45,64
1947,CHEMBL5028,18,131,149
1948,CHEMBL5031,10,58,68
1949,CHEMBL5032,0,14,14
1950,CHEMBL5033,43,22,65
1951,CHEMBL5035,64,61,125
1952,CHEMBL5036,3,255,258
1953,CHEMBL5038,27,22,49
1954,CHEMBL5044,69,11,80
1955,CHEMBL5047,49,25,74
1956,CHEMBL5048,104,22,126
1957,CHEMBL5052,66,14,80
1958,CHEMBL5062,0,61,61
1959,CHEMBL5067,61,170,231
1960,CHEMBL5070,13,38,51
1961,CHEMBL5071,73,1337,1410
1962,CHEMBL5072,59,31,90
1963,CHEMBL5073,59,26,85
1964,CHEMBL5076,5,396,401
1965,CHEMBL5077,125,326,451
1966,CHEMBL5080,21,56,77
1967,CHEMBL5081,56,25,81
1968,CHEMBL5082,65,15,80
1969,CHEMBL5083,11,13,24
1970,CHEMBL5084,70,12,82
1971,CHEMBL5090,5,11,16
1972,CHEMBL5098,5,47,52
1973,CHEMBL5099,1,15,16
1974,CHEMBL5101,23,25,48
1975,CHEMBL5102,64,493,557
1976,CHEMBL5103,48,131,179
1977,CHEMBL5106,0,22,22
1978,CHEMBL5107,29,18,47
1979,CHEMBL5112,8,67,75
1980,CHEMBL5113,63,336,399
1981,CHEMBL5114,13,19,32
1982,CHEMBL5116,59,14,73
1983,CHEMBL5121,71,10,81
1984,CHEMBL5122,79,72,151
1985,CHEMBL5129,66,11,77
1986,CHEMBL5131,227,105,332
1987,CHEMBL5135,10,36,46
1988,CHEMBL5136,32,282,314
1989,CHEMBL5137,98,382,480
1990,CHEMBL5141,9,81,90
1991,CHEMBL5145,205,545,750
1992,CHEMBL5147,175,336,511
1993,CHEMBL5158,10,71,81
1994,CHEMBL5160,74,46,120
1995,CHEMBL5161,25,13,38
1996,CHEMBL5162,4,29,33
1997,CHEMBL5174,28,27,55
1998,CHEMBL5185,6,68,74
1999,CHEMBL5187,2,10,12
2000,CHEMBL5189,24,41,65
2001,CHEMBL5192,229,137,366
2002,CHEMBL5198,59,26,85
2003,CHEMBL5200,0,19,19
2004,CHEMBL5203,161,68,229
2005,CHEMBL5205,120,12,132
2006,CHEMBL5211,11,46,57
2007,CHEMBL5221,63,61,124
2008,CHEMBL5233,11,11,22
2009,CHEMBL5244,24,19,43
2010,CHEMBL5251,110,183,293
2011,CHEMBL5255,16,41,57
2012,CHEMBL5256,59,23,82
2013,CHEMBL5258,64,16,80
2014,CHEMBL5260,53,26,79
2015,CHEMBL5261,44,34,78
2016,CHEMBL5263,4,34,38
2017,CHEMBL5270,11,23,34
2018,CHEMBL5274,44,35,79
2019,CHEMBL5275,76,16,92
2020,CHEMBL5276,19,10,29
2021,CHEMBL5280,3,10,13
2022,CHEMBL5283,5,20,25
2023,CHEMBL5284,57,32,89
2024,CHEMBL5285,111,50,161
2025,CHEMBL5297,0,17,17
2026,CHEMBL5298,9,24,33
2027,CHEMBL5299,0,73,73
2028,CHEMBL5306,1,47,48
2029,CHEMBL5310,68,29,97
2030,CHEMBL5311,72,21,93
2031,CHEMBL5314,104,203,307
2032,CHEMBL5316,65,15,80
2033,CHEMBL5319,44,82,126
2034,CHEMBL5320,67,23,90
2035,CHEMBL5327,1,22,23
2036,CHEMBL5328,109,116,225
2037,CHEMBL5330,42,41,83
2038,CHEMBL5331,57,173,230
2039,CHEMBL5332,68,39,107
2040,CHEMBL5334,55,26,81
2041,CHEMBL5335,1,36,37
2042,CHEMBL5337,26,121,147
2043,CHEMBL5339,8,14,22
2044,CHEMBL5347,85,18,103
2045,CHEMBL5348,5,11,16
2046,CHEMBL5350,10,20,30
2047,CHEMBL5353,29,260,289
2048,CHEMBL5355,3,30,33
2049,CHEMBL5356,2,29,31
2050,CHEMBL5358,54,31,85
2051,CHEMBL5360,56,33,89
2052,CHEMBL5364,68,18,86
2053,CHEMBL5366,27,46,73
2054,CHEMBL5368,36,29,65
2055,CHEMBL5372,1,39,40
2056,CHEMBL5373,63,317,380
2057,CHEMBL5375,373,783,1156
2058,CHEMBL5378,137,54,191
2059,CHEMBL5381,1,34,35
2060,CHEMBL5387,22,181,203
2061,CHEMBL5388,68,11,79
2062,CHEMBL5393,91,239,330
2063,CHEMBL5399,0,15,15
2064,CHEMBL5401,1,68,69
2065,CHEMBL5404,69,11,80
2066,CHEMBL5406,38,41,79
2067,CHEMBL5407,76,242,318
2068,CHEMBL5408,73,131,204
2069,CHEMBL5409,27,177,204
2070,CHEMBL5412,1,45,46
2071,CHEMBL5413,3,73,76
2072,CHEMBL5414,53,188,241
2073,CHEMBL5415,51,24,75
2074,CHEMBL5416,67,13,80
2075,CHEMBL5419,23,40,63
2076,CHEMBL5424,45,343,388
2077,CHEMBL5426,63,18,81
2078,CHEMBL5427,52,28,80
2079,CHEMBL5431,2,28,30
2080,CHEMBL5432,50,32,82
2081,CHEMBL5435,52,22,74
2082,CHEMBL5440,31,37,68
2083,CHEMBL5441,64,360,424
2084,CHEMBL5443,44,294,338
2085,CHEMBL5445,125,79,204
2086,CHEMBL5450,7,40,47
2087,CHEMBL5451,7,75,82
2088,CHEMBL5453,22,45,67
2089,CHEMBL5455,67,25,92
2090,CHEMBL5456,0,24,24
2091,CHEMBL5457,40,171,211
2092,CHEMBL5461,8,11,19
2093,CHEMBL5462,11,105,116
2094,CHEMBL5464,63,53,116
2095,CHEMBL5465,2,30,32
2096,CHEMBL5466,68,15,83
2097,CHEMBL5467,64,24,88
2098,CHEMBL5469,73,99,172
2099,CHEMBL5471,43,224,267
2100,CHEMBL5474,31,16,47
2101,CHEMBL5476,51,36,87
2102,CHEMBL5480,68,137,205
2103,CHEMBL5483,64,19,83
2104,CHEMBL5485,78,89,167
2105,CHEMBL5490,0,13,13
2106,CHEMBL5491,95,271,366
2107,CHEMBL5492,1,19,20
2108,CHEMBL5498,33,93,126
2109,CHEMBL5499,4,27,31
2110,CHEMBL5500,59,49,108
2111,CHEMBL5508,218,212,430
2112,CHEMBL5514,11,12,23
2113,CHEMBL5517,0,72,72
2114,CHEMBL5518,40,38,78
2115,CHEMBL5519,70,11,81
2116,CHEMBL5520,65,13,78
2117,CHEMBL5524,95,14,109
2118,CHEMBL5525,6,109,115
2119,CHEMBL5526,42,24,66
2120,CHEMBL5533,68,50,118
2121,CHEMBL5536,0,34,34
2122,CHEMBL5538,15,34,49
2123,CHEMBL5541,1,22,23
2124,CHEMBL5543,66,139,205
2125,CHEMBL5545,37,21,58
2126,CHEMBL5546,69,10,79
2127,CHEMBL5547,57,22,79
2128,CHEMBL5549,1,17,18
2129,CHEMBL5550,70,13,83
2130,CHEMBL5552,59,20,79
2131,CHEMBL5554,68,22,90
2132,CHEMBL5555,41,366,407
2133,CHEMBL5557,6,16,22
2134,CHEMBL5558,1,29,30
2135,CHEMBL5567,19,77,96
2136,CHEMBL5568,68,26,94
2137,CHEMBL5569,0,10,10
2138,CHEMBL5570,14,123,137
2139,CHEMBL5575,28,107,135
2140,CHEMBL5578,7,17,24
2141,CHEMBL5579,49,32,81
2142,CHEMBL5582,10,114,124
2143,CHEMBL5600,75,23,98
2144,CHEMBL5601,0,16,16
2145,CHEMBL5602,7,15,22
2146,CHEMBL5604,82,21,103
2147,CHEMBL5606,70,13,83
2148,CHEMBL5607,54,21,75
2149,CHEMBL5608,55,36,91
2150,CHEMBL5610,3,19,22
2151,CHEMBL5615,66,13,79
2152,CHEMBL5619,260,40,300
2153,CHEMBL5620,1,30,31
2154,CHEMBL5627,59,31,90
2155,CHEMBL5630,27,39,66
2156,CHEMBL5631,16,106,122
2157,CHEMBL5645,19,450,469
2158,CHEMBL5650,70,11,81
2159,CHEMBL5651,50,23,73
2160,CHEMBL5652,30,283,313
2161,CHEMBL5654,68,11,79
2162,CHEMBL5657,0,18,18
2163,CHEMBL5658,115,454,569
2164,CHEMBL5659,56,23,79
2165,CHEMBL5662,14,87,101
2166,CHEMBL5666,33,22,55
2167,CHEMBL5667,59,20,79
2168,CHEMBL5668,66,13,79
2169,CHEMBL5669,8,224,232
2170,CHEMBL5676,9,10,19
2171,CHEMBL5678,5,51,56
2172,CHEMBL5683,61,19,80
2173,CHEMBL5684,63,21,84
2174,CHEMBL5686,25,29,54
2175,CHEMBL5689,6,49,55
2176,CHEMBL5695,3,36,39
2177,CHEMBL5697,102,224,326
2178,CHEMBL5698,48,32,80
2179,CHEMBL5699,49,31,80
2180,CHEMBL5700,0,12,12
2181,CHEMBL5701,42,37,79
2182,CHEMBL5703,59,20,79
2183,CHEMBL5704,20,106,126
2184,CHEMBL5705,9,76,85
2185,CHEMBL5718,0,11,11
2186,CHEMBL5719,68,12,80
2187,CHEMBL5720,7,32,39
2188,CHEMBL5724,36,31,67
2189,CHEMBL5728,51,22,73
2190,CHEMBL5742,9,21,30
2191,CHEMBL5743,0,25,25
2192,CHEMBL5747,21,23,44
2193,CHEMBL5749,48,32,80
2194,CHEMBL5753,67,15,82
2195,CHEMBL5754,66,14,80
2196,CHEMBL5756,4,32,36
2197,CHEMBL5761,15,14,29
2198,CHEMBL5763,629,973,1602
2199,CHEMBL5765,0,14,14
2200,CHEMBL5767,13,88,101
2201,CHEMBL5769,69,86,155
2202,CHEMBL5774,10,46,56
2203,CHEMBL5776,44,89,133
2204,CHEMBL5784,82,33,115
2205,CHEMBL5785,101,70,171
2206,CHEMBL5786,13,45,58
2207,CHEMBL5790,60,20,80
2208,CHEMBL5791,0,10,10
2209,CHEMBL5800,86,78,164
2210,CHEMBL5808,67,13,80
2211,CHEMBL5810,56,30,86
2212,CHEMBL5817,2,11,13
2213,CHEMBL5818,75,10,85
2214,CHEMBL5825,4,11,15
2215,CHEMBL5831,6,40,46
2216,CHEMBL5832,63,25,88
2217,CHEMBL5833,8,10,18
2218,CHEMBL5836,32,43,75
2219,CHEMBL5838,63,17,80
2220,CHEMBL5845,30,16,46
2221,CHEMBL5847,245,90,335
2222,CHEMBL5852,7,23,30
2223,CHEMBL5855,77,14,91
2224,CHEMBL5856,57,16,73
2225,CHEMBL5857,9,59,68
2226,CHEMBL5859,21,14,35
2227,CHEMBL5861,49,25,74
2228,CHEMBL5868,43,31,74
2229,CHEMBL5869,43,11,54
2230,CHEMBL5870,1,15,16
2231,CHEMBL5871,32,11,43
2232,CHEMBL5879,40,27,67
2233,CHEMBL5880,0,10,10
2234,CHEMBL5888,20,21,41
2235,CHEMBL5891,31,28,59
2236,CHEMBL5896,27,15,42
2237,CHEMBL5903,62,31,93
2238,CHEMBL5905,158,36,194
2239,CHEMBL5906,11,12,23
2240,CHEMBL5907,59,20,79
2241,CHEMBL5912,69,11,80
2242,CHEMBL5914,42,33,75
2243,CHEMBL5916,12,21,33
2244,CHEMBL5917,17,17,34
2245,CHEMBL5931,7,34,41
2246,CHEMBL5932,71,78,149
2247,CHEMBL5936,15,36,51
2248,CHEMBL5938,116,85,201
2249,CHEMBL5940,70,22,92
2250,CHEMBL5941,74,29,103
2251,CHEMBL5947,0,10,10
2252,CHEMBL5951,0,27,27
2253,CHEMBL5952,0,26,26
2254,CHEMBL5956,1,14,15
2255,CHEMBL5963,4,16,20
2256,CHEMBL5968,0,11,11
2257,CHEMBL5969,57,22,79
2258,CHEMBL5970,45,30,75
2259,CHEMBL5971,66,332,398
2260,CHEMBL5973,29,82,111
2261,CHEMBL5975,55,24,79
2262,CHEMBL5979,82,49,131
2263,CHEMBL5980,34,10,44
2264,CHEMBL5982,7,33,40
2265,CHEMBL5983,19,66,85
2266,CHEMBL5989,7,26,33
2267,CHEMBL5990,20,13,33
2268,CHEMBL6000,52,23,75
2269,CHEMBL6002,64,17,81
2270,CHEMBL6003,74,14,88
2271,CHEMBL6005,59,52,111
2272,CHEMBL6006,55,19,74
2273,CHEMBL6007,48,96,144
2274,CHEMBL6009,94,603,697
2275,CHEMBL6013,56,21,77
2276,CHEMBL6016,14,13,27
2277,CHEMBL6017,4,29,33
2278,CHEMBL6029,72,37,109
2279,CHEMBL6030,9,70,79
2280,CHEMBL6032,61,56,117
2281,CHEMBL6035,42,28,70
2282,CHEMBL6044,20,48,68
2283,CHEMBL6052,24,22,46
2284,CHEMBL6056,0,78,78
2285,CHEMBL6068,16,26,42
2286,CHEMBL6069,41,32,73
2287,CHEMBL6078,0,20,20
2288,CHEMBL6079,33,17,50
2289,CHEMBL6080,20,89,109
2290,CHEMBL6082,53,30,83
2291,CHEMBL6083,56,18,74
2292,CHEMBL6084,19,97,116
2293,CHEMBL6095,23,18,41
2294,CHEMBL6108,1,23,24
2295,CHEMBL6110,7,25,32
2296,CHEMBL6114,22,15,37
2297,CHEMBL6115,6,34,40
2298,CHEMBL6117,29,13,42
2299,CHEMBL6120,5,21,26
2300,CHEMBL6123,55,26,81
2301,CHEMBL612409,1,11,12
2302,CHEMBL6129,17,12,29
2303,CHEMBL6135,11,11,22
2304,CHEMBL6136,185,65,250
2305,CHEMBL6137,124,132,256
2306,CHEMBL6140,5,117,122
2307,CHEMBL6141,83,723,806
2308,CHEMBL6145,52,152,204
2309,CHEMBL6148,4,15,19
2310,CHEMBL614865,9,66,75
2311,CHEMBL6149,59,15,74
2312,CHEMBL6150,59,13,72
2313,CHEMBL6154,21,163,184
2314,CHEMBL6159,15,14,29
2315,CHEMBL6162,61,18,79
2316,CHEMBL6164,22,140,162
2317,CHEMBL6166,57,57,114
2318,CHEMBL6167,64,15,79
2319,CHEMBL6169,17,25,42
2320,CHEMBL6172,24,29,53
2321,CHEMBL6175,68,20,88
2322,CHEMBL6184,26,194,220
2323,CHEMBL6186,58,15,73
2324,CHEMBL6191,20,56,76
2325,CHEMBL6194,29,17,46
2326,CHEMBL6197,0,67,67
